"SN","IMSI","ICCID","MSISDN","PO Number from client","PO number from Linksfield to Telkomsel"
"0015000017560810","510108115378440","8962100081153784402","6281181378440","H083-0901-2025-000133","POLF2025080067"
"0015000017560811","510108115378441","8962100081153784410","6281181378441","H083-0901-2025-000133","POLF2025080067"
"0015000017560812","510108115378442","8962100081153784428","6281181378442","H083-0901-2025-000133","POLF2025080067"
"0015000017560813","510108115378443","8962100081153784436","6281181378443","H083-0901-2025-000133","POLF2025080067"
"0015000017560814","510108115378445","8962100081153784451","6281181378445","H083-0901-2025-000133","POLF2025080067"
"0015000017560815","510108115378446","8962100081153784469","6281181378446","H083-0901-2025-000133","POLF2025080067"
"0015000017560816","510108115378447","8962100081153784477","6281181378447","H083-0901-2025-000133","POLF2025080067"
"0015000017560817","510108115378448","8962100081153784485","6281181378448","H083-0901-2025-000133","POLF2025080067"
"0015000017560818","510108115378449","8962100081153784493","6281181378449","H083-0901-2025-000133","POLF2025080067"
"0015000017560819","510108115378450","8962100081153784501","6281181378450","H083-0901-2025-000133","POLF2025080067"
"0015000017560820","510108115378451","8962100081153784519","6281181378451","H083-0901-2025-000133","POLF2025080067"
"0015000017560821","510108115378452","8962100081153784527","6281181378452","H083-0901-2025-000133","POLF2025080067"
"0015000017560822","510108115378453","8962100081153784535","6281181378453","H083-0901-2025-000133","POLF2025080067"
"0015000017560823","510108115378454","8962100081153784543","6281181378454","H083-0901-2025-000133","POLF2025080067"
"0015000017560824","510108115378455","8962100081153784550","6281181378455","H083-0901-2025-000133","POLF2025080067"
"0015000017560825","510108115378456","8962100081153784568","6281181378456","H083-0901-2025-000133","POLF2025080067"
"0015000017560826","510108115378612","8962100081153786126","6281181378612","H083-0901-2025-000133","POLF2025080067"
"0015000017560827","510108115378457","8962100081153784576","6281181378457","H083-0901-2025-000133","POLF2025080067"
"0015000017560828","510108115378458","8962100081153784584","6281181378458","H083-0901-2025-000133","POLF2025080067"
"0015000017560829","510108115378459","8962100081153784592","6281181378459","H083-0901-2025-000133","POLF2025080067"
"0015000017560830","510108115378460","8962100081153784600","6281181378460","H083-0901-2025-000133","POLF2025080067"
"0015000017560831","510108115378461","8962100081153784618","6281181378461","H083-0901-2025-000133","POLF2025080067"
"0015000017560832","510108115378462","8962100081153784626","6281181378462","H083-0901-2025-000133","POLF2025080067"
"0015000017560833","510108115378463","8962100081153784634","6281181378463","H083-0901-2025-000133","POLF2025080067"
"0015000017560834","510108115378464","8962100081153784642","6281181378464","H083-0901-2025-000133","POLF2025080067"
"0015000017560835","510108115378465","8962100081153784659","6281181378465","H083-0901-2025-000133","POLF2025080067"
"0015000017560836","510108115378466","8962100081153784667","6281181378466","H083-0901-2025-000133","POLF2025080067"
"0015000017560837","510108115378467","8962100081153784675","6281181378467","H083-0901-2025-000133","POLF2025080067"
"0015000017560838","510108115378468","8962100081153784683","6281181378468","H083-0901-2025-000133","POLF2025080067"
"0015000017560839","510108115378469","8962100081153784691","6281181378469","H083-0901-2025-000133","POLF2025080067"
"0015000017560840","510108115378470","8962100081153784709","6281181378470","H083-0901-2025-000133","POLF2025080067"
"0015000017560841","510108115378471","8962100081153784717","6281181378471","H083-0901-2025-000133","POLF2025080067"
"0015000017560842","510108115378472","8962100081153784725","6281181378472","H083-0901-2025-000133","POLF2025080067"
"0015000017560843","510108115378473","8962100081153784733","6281181378473","H083-0901-2025-000133","POLF2025080067"
"0015000017560844","510108115378474","8962100081153784741","6281181378474","H083-0901-2025-000133","POLF2025080067"
"0015000017560845","510108115378475","8962100081153784758","6281181378475","H083-0901-2025-000133","POLF2025080067"
"0015000017560846","510108115378476","8962100081153784766","6281181378476","H083-0901-2025-000133","POLF2025080067"
"0015000017560847","510108115378477","8962100081153784774","6281181378477","H083-0901-2025-000133","POLF2025080067"
"0015000017560848","510108115378478","8962100081153784782","6281181378478","H083-0901-2025-000133","POLF2025080067"
"0015000017560849","510108115378479","8962100081153784790","6281181378479","H083-0901-2025-000133","POLF2025080067"
"0015000017560850","510108115378480","8962100081153784808","6281181378480","H083-0901-2025-000133","POLF2025080067"
"0015000017560851","510108115378481","8962100081153784816","6281181378481","H083-0901-2025-000133","POLF2025080067"
"0015000017560852","510108115378482","8962100081153784824","6281181378482","H083-0901-2025-000133","POLF2025080067"
"0015000017560853","510108115378483","8962100081153784832","6281181378483","H083-0901-2025-000133","POLF2025080067"
"0015000017560854","510108115378484","8962100081153784840","6281181378484","H083-0901-2025-000133","POLF2025080067"
"0015000017560855","510108115378485","8962100081153784857","6281181378485","H083-0901-2025-000133","POLF2025080067"
"0015000017560856","510108115378486","8962100081153784865","6281181378486","H083-0901-2025-000133","POLF2025080067"
"0015000017560857","510108115378487","8962100081153784873","6281181378487","H083-0901-2025-000133","POLF2025080067"
"0015000017560858","510108115378488","8962100081153784881","6281181378488","H083-0901-2025-000133","POLF2025080067"
"0015000017560859","510108115378489","8962100081153784899","6281181378489","H083-0901-2025-000133","POLF2025080067"
"0015000017560860","510108115378490","8962100081153784907","6281181378490","H083-0901-2025-000133","POLF2025080067"
"0015000017560861","510108115378491","8962100081153784915","6281181378491","H083-0901-2025-000133","POLF2025080067"
"0015000017560862","510108115378492","8962100081153784923","6281181378492","H083-0901-2025-000133","POLF2025080067"
"0015000017560863","510108115378493","8962100081153784931","6281181378493","H083-0901-2025-000133","POLF2025080067"
"0015000017560864","510108115378494","8962100081153784949","6281181378494","H083-0901-2025-000133","POLF2025080067"
"0015000017560865","510108115378495","8962100081153784956","6281181378495","H083-0901-2025-000133","POLF2025080067"
"0015000017560866","510108115378496","8962100081153784964","6281181378496","H083-0901-2025-000133","POLF2025080067"
"0015000017560867","510108115378497","8962100081153784972","6281181378497","H083-0901-2025-000133","POLF2025080067"
"0015000017560868","510108115378498","8962100081153784980","6281181378498","H083-0901-2025-000133","POLF2025080067"
"0015000017560869","510108115378499","8962100081153784998","6281181378499","H083-0901-2025-000133","POLF2025080067"
"0015000017560870","510108115378500","8962100081153785003","6281181378500","H083-0901-2025-000133","POLF2025080067"
"0015000017560871","510108115378501","8962100081153785011","6281181378501","H083-0901-2025-000133","POLF2025080067"
"0015000017560872","510108115378502","8962100081153785029","6281181378502","H083-0901-2025-000133","POLF2025080067"
"0015000017560873","510108115378503","8962100081153785037","6281181378503","H083-0901-2025-000133","POLF2025080067"
"0015000017560874","510108115378504","8962100081153785045","6281181378504","H083-0901-2025-000133","POLF2025080067"
"0015000017560875","510108115378505","8962100081153785052","6281181378505","H083-0901-2025-000133","POLF2025080067"
"0015000017560876","510108115378506","8962100081153785060","6281181378506","H083-0901-2025-000133","POLF2025080067"
"0015000017560877","510108115378507","8962100081153785078","6281181378507","H083-0901-2025-000133","POLF2025080067"
"0015000017560878","510108115378508","8962100081153785086","6281181378508","H083-0901-2025-000133","POLF2025080067"
"0015000017560879","510108115378509","8962100081153785094","6281181378509","H083-0901-2025-000133","POLF2025080067"
"0015000017560880","510108115378510","8962100081153785102","6281181378510","H083-0901-2025-000133","POLF2025080067"
"0015000017560881","510108115378511","8962100081153785110","6281181378511","H083-0901-2025-000133","POLF2025080067"
"0015000017560882","510108115378512","8962100081153785128","6281181378512","H083-0901-2025-000133","POLF2025080067"
"0015000017560883","510108115378513","8962100081153785136","6281181378513","H083-0901-2025-000133","POLF2025080067"
"0015000017560884","510108115378514","8962100081153785144","6281181378514","H083-0901-2025-000133","POLF2025080067"
"0015000017560885","510108115378515","8962100081153785151","6281181378515","H083-0901-2025-000133","POLF2025080067"
"0015000017560886","510108115378516","8962100081153785169","6281181378516","H083-0901-2025-000133","POLF2025080067"
"0015000017560887","510108115378517","8962100081153785177","6281181378517","H083-0901-2025-000133","POLF2025080067"
"0015000017560888","510108115378518","8962100081153785185","6281181378518","H083-0901-2025-000133","POLF2025080067"
"0015000017560889","510108115378519","8962100081153785193","6281181378519","H083-0901-2025-000133","POLF2025080067"
"0015000017560890","510108115378520","8962100081153785201","6281181378520","H083-0901-2025-000133","POLF2025080067"
"0015000017560891","510108115378521","8962100081153785219","6281181378521","H083-0901-2025-000133","POLF2025080067"
"0015000017560892","510108115378522","8962100081153785227","6281181378522","H083-0901-2025-000133","POLF2025080067"
"0015000017560893","510108115378523","8962100081153785235","6281181378523","H083-0901-2025-000133","POLF2025080067"
"0015000017560894","510108115378524","8962100081153785243","6281181378524","H083-0901-2025-000133","POLF2025080067"
"0015000017560895","510108115378525","8962100081153785250","6281181378525","H083-0901-2025-000133","POLF2025080067"
"0015000017560896","510108115378526","8962100081153785268","6281181378526","H083-0901-2025-000133","POLF2025080067"
"0015000017560897","510108115378527","8962100081153785276","6281181378527","H083-0901-2025-000133","POLF2025080067"
"0015000017560898","510108115378528","8962100081153785284","6281181378528","H083-0901-2025-000133","POLF2025080067"
"0015000017560899","510108115378529","8962100081153785292","6281181378529","H083-0901-2025-000133","POLF2025080067"
"0015000017560900","510108115378530","8962100081153785300","6281181378530","H083-0901-2025-000133","POLF2025080067"
"0015000017560901","510108115378531","8962100081153785318","6281181378531","H083-0901-2025-000133","POLF2025080067"
"0015000017560902","510108115378532","8962100081153785326","6281181378532","H083-0901-2025-000133","POLF2025080067"
"0015000017560903","510108115378533","8962100081153785334","6281181378533","H083-0901-2025-000133","POLF2025080067"
"0015000017560904","510108115378534","8962100081153785342","6281181378534","H083-0901-2025-000133","POLF2025080067"
"0015000017560905","510108115378535","8962100081153785359","6281181378535","H083-0901-2025-000133","POLF2025080067"
"0015000017560906","510108115378536","8962100081153785367","6281181378536","H083-0901-2025-000133","POLF2025080067"
"0015000017560907","510108115378537","8962100081153785375","6281181378537","H083-0901-2025-000133","POLF2025080067"
"0015000017560908","510108115378538","8962100081153785383","6281181378538","H083-0901-2025-000133","POLF2025080067"
"0015000017560909","510108115378539","8962100081153785391","6281181378539","H083-0901-2025-000133","POLF2025080067"
"0015000017560910","510108115378540","8962100081153785409","6281181378540","H083-0901-2025-000133","POLF2025080067"
"0015000017560911","510108115378541","8962100081153785417","6281181378541","H083-0901-2025-000133","POLF2025080067"
"0015000017560912","510108115378542","8962100081153785425","6281181378542","H083-0901-2025-000133","POLF2025080067"
"0015000017560913","510108115378543","8962100081153785433","6281181378543","H083-0901-2025-000133","POLF2025080067"
